texto,ministro,link,dia_publicacao,pandemia,morte_publicacao,atualizacao_casos,noticia_falsa,recomendacao_publicacao,situacao_atual,tipo_publicacao,origem_publicacao,"publico_alvo
"
"Está grávida🤰 e tem dúvidas sobre o coronavírus?
Confira algumas orientações do Ministério da Saúde!

Quer saber mais? Acesse saude.gov.br/coronavirus e mantenha-se informada

#gravidez #gestação #coronavírus #covid19",mandetta,https://www.instagram.com/p/B-cv-VAgT9S/,01/04,sim,nao,nao,nao,sim,nao,arte,ms,gravidas
"O @governodobrasil reforça o número de testes de #coronavírus. Hoje, o @minsaude e a @fab_oficial começaram a distribuição de 500 mil testes rápidos para todo o Brasil, de um total de 5 milhões. Devem ser distribuídos 23 milhões de testes para diagnóstico da doença. Saiba mais: https://bit.ly/2xCUgXw",mandetta,https://www.instagram.com/p/B-dHeHQg04q/,01/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 01/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-dJuR5AsI0/,01/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Se você é aluno dos dois últimos de medicina e do último ano de enfermagem, fisioterapia ou farmácia, este chamado é para você. Inscreva-se para colaborar no enfrentamento ao coronavírus e comece a sua carreira fazendo a diferença.
Acesse saude.gov.br/coronavirus e saiba mais.",mandetta,https://www.instagram.com/p/B-dU_xzAYo0/,01/04,sim,nao,nao,nao,nao,sim,video,ms,profissionais_saude
"🥼🇧🇷 O Brasil conta com os profissionais de saúde para reforçar o combate ao coronavírus. Os especialistas serão capacitados nos protocolos do Ministério da Saúde e poderão ser consultados pelos gestores estaduais para orientar as ações de enfrentamento. São 14 áreas: serviço social, biologia, biomedicina, educação física, enfermagem, farmácia, fisioterapia e terapia ocupacional, fonoaudiologia, medicina, medicina veterinária, nutrição, odontologia, psicologia e técnicos em radiologia. Saiba mais: bit.ly/3dQgBBt",mandetta,https://www.instagram.com/p/B-f7OzXAOUR/,02/04,sim,nao,nao,nao,nao,sim,arte,ms,profissionais_saude
"O Governo do Brasil reconhece a importância do serviço que os caminhoneiros prestam ao Brasil 🇧🇷. Por isso, o Ministério da Saúde incluiu esse grupo na segunda etapa da campanha de vacinação contra a gripe, que começa em 16 de abril. Saiba mais: https://bit.ly/2R5GGms #VacinaBrasil",mandetta,https://www.instagram.com/p/B-fvhmEguCU/,02/04,nao,nao,nao,nao,sim,sim,arte,ms,geral
"Reforçando o compromisso com a transparência, o @minsaude lançou um painel com dados de leitos e equipamentos para o combate ao #coronavírus no Brasil. A população poderá acompanhar, online, o que foi disponibilizado para o seu estado. Saiba mais: https://bit.ly/2UZs20W",mandetta,https://www.instagram.com/p/B-fljXFgEOI/,02/04,sim,nao,nao,nao,nao,sim,arte,ms,geral
"↪️ O ministro da Saúde, Luiz Henrique Mandetta, reforça o cuidado prioritário com idosos e pessoas com doenças pré-existentes contra o coronavírus. A maioria das mortes no Brasil foi nesses públicos.",mandetta,https://www.instagram.com/p/B-fY2T6JNly/,02/04,sim,sim,nao,nao,sim,sim,video,ms,geral
"A gente quer saber como você está. Por isso, a partir de agora o Ministério da Saúde vai te ligar. Vamos fazer o diagnóstico do coronavírus sem que você precise ir até um posto de saúde.
Caso queira entrar em contato conosco, basta acessar nosso chat pelo saude.gov.br/coronavirus ou baixar o aplicativo Coronavírus – SUS.
TeleSUS, consulta sem sair de casa.",mandetta,https://www.instagram.com/p/B-fDlUZHXCM/,02/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"Se você tem 60 anos ou mais, vacine-se contra a gripe. Fique atento às datas e procure um posto de saúde. Leve a caderneta de vacinação. Em caso de fila, mantenha uma distância de pelo menos 2 metros dos demais. Informe-se se na sua cidade haverá uma estratégia de vacinação diferenciada.
Saiba mais em saude.gov.br/vacinabrasil. #VacinaBrasil",mandetta,https://www.instagram.com/p/B-ersgnA3cl/,02/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"O Governo do Brasil trabalha em várias áreas contra o #coronavírus. O @minsaude e o @mctic vão financiar pesquisas sobre novos métodos de diagnóstico, tratamento e interrupção da transmissão do coronavírus. Saiba mais: https://bit.ly/39zcN4f",mandetta,https://www.instagram.com/p/B-ed8pPg7JJ/,02/04,sim,nao,nao,nao,nao,nao,arte,ms,pesquisadores
"➕💲 Mais recursos no combate ao coronavírus! | O Governo do Brasil🇧🇷 libera mais R$ 9,4 bilhões para combate ao coronavírus.
↪Agora, já são R$ 14,3 bilhões de acréscimo ao orçamento da Saúde destinados exclusivamente para o combate à doença.
Saiba mais: https://bit.ly/2RbpoUO #Coronavirus #covid19
1 sem",mandetta,https://www.instagram.com/p/B-ii-0tAWKY/,03/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O horário para Consultoria gratuita sobre #Coronavírus foi ampliado. Agora de segunda a sexta, das 8h às 20h. Médicos e enfermeiros da Atenção Primária e da Estratégia Saúde da Família podem tirar dúvidas sobre o #Coronavírus por um canal de atendimento exclusivo. É só ligar. Telefone: 0800 644 6543",mandetta,https://www.instagram.com/p/B-hxTPwgt4z/,03/04,sim,nao,nao,nao,sim,nao,arte,ms,profissionais_saude
"O Ministério da Saúde incluiu os caminhoneiros na segunda fase de vacinação contra a gripe. Então, a partir do dia 16/4, esses trabalhadores essenciais para o Brasil devem ir a um posto de saúde para tomar a vacina. A segunda fase da vacinação também inclui doentes crônicos, profissionais de segurança, salvamento e motoristas de transportes coletivos e portuário. Saiba mais: https://bit.ly/2R5GGms #VacinaBrasil",mandetta,https://www.instagram.com/p/B-hb2L1gOxB/,03/04,nao,nao,nao,nao,sim,sim,video,ms,geral
"Verificado
Fique ligado nas recomendações do Ministério da Saúde sobre frequentar eventos e proteja-se. Para mais orientações, acesse saude.gov.br/coronavirus ou ligue 136. #coronavirus #covid19",mandetta,https://www.instagram.com/p/B-hCoTIAzcf/,03/04,sim,nao,nao,nao,sim,sim,arte,ms,geral
"Diante dos relatos reiterados de golpes que vem sendo aplicados por estelionatários por meio de chamadas telefônicas ou mensagens de Whatsapp, o Ministério da Saúde informa que não pede nem recebe doações em dinheiro, assim como não há fundo exclusivo para receber recursos da população para combate à pandemia de covid-19.

O Ministério da Saúde admite receber doações apenas de insumos, equipamentos e materiais médicos-hospitalares relacionados ao combate à pandemia. Os interessados em fazer doações desse tipo devem procurar o Ministério da Saúde por intermédio do e-mail juntoscontracovid19@saude.gov.br.

Confira a nota completa: https://bit.ly/3dUNq0b",mandetta,https://www.instagram.com/p/B-lP9V2Apn5/,04/04,sim,nao,nao,sim,nao,nao,print,ms,geral
"O Governo do Brasil está investindo R$ 1 bilhão na compra de 15 mil respiradores mecânicos, equipamentos fundamentais para os pacientes graves por causa do #coronavírus. O Ministério da Saúde também tem conversado com produtores brasileiros de respiradores para garantir a oferta do equipamento no Brasil. Saiba mais: https://bit.ly/2JGOruM",mandetta,,04/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
Atualização - Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 04/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-kve6VgxAd/,04/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Saiba como fazer uma máscara de pano

😷 Usar máscara de pano quando precisar sair de casa é mais uma forma de reforçar a proteção contra o #coronavírus, junto com o distanciamento social, lavagem das mãos e etiqueta respiratória. É fácil fazer. Confira as dicas do Ministério da Saúde. Saiba mais https://bit.ly/2wT9ojG
#MinhaMáscara",mandetta,https://www.instagram.com/p/B-kfXV6HTbT/,04/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"⚠O Ministério da Saúde vai avaliar as práticas de prevenção e condições de saúde da população brasileira. A pesquisa telefônica 📞'Vigitel Covid-19' está ouvindo pessoas com mais de 18 anosde todas as capitais do país. ➕Saiba mais: https://bit.ly/2X2IlNj
#Coronavírus #covid19",mandetta,https://www.instagram.com/p/B-kXgEHAXnR/,04/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"😷 Para proteger você e sua família contra o #coronavírus, o Ministério da Saúde recomenda o uso de máscaras de pano, quando você precisar sair de casa. Elas funcionam como barreira de propagação da doença e devem ser usadas aliadas a outras formas de prevenção, como o distanciamento social, a etiqueta respiratória e a higienização das mãos. Confira algumas dicas e cuidados que você precisa ter com a sua máscara. Saiba mais como se proteger em saude.gov.br/coronavirus
#MinhaMáscara",mandetta,https://www.instagram.com/p/B-kNoOQAkeR/,04/04,sim,nao,nao,nao,sim,sim,arte,ms,geral
"Aproveite que você está em casa se protegendo do coronavírus e proteja-se do mosquito Aedes aegypti. Não deixe água parada.
Saiba mais em saude.gov.br/combateaoaedes #CombataOMosquito",mandetta,https://www.instagram.com/p/B-j8BxDgf53/,04/04,nao,nao,nao,nao,sim,nao,arte,ms,geral
"Minuto Saúde - Dicas de isolamento

O distanciamento social é fundamental para o combate ao #coronavírus. Mas você não pode se esquecer de cuidar da sua saúde! Tenha uma alimentação saudável e pratique atividade física com coisas que vc tem em casa mesmo. Confira as dicas no #MinutoSaúde",mandetta,https://www.instagram.com/p/B-neomAJuF5/,05/04,sim,nao,nao,nao,sim,sim,video,ms,geral
"⚠ ATENÇÃO ⚠
Atualização - Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 05/04.
Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-nPW8TJ9oB/,05/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Esta mensagem é para você, aluno dos dois últimos anos de medicina e do último ano de enfermagem, fisioterapia ou farmácia: ajude o Brasil a enfrentar o coronavírus. Aceite o chamamento para contribuir com o enfrentamento ao vírus. A sua atuação contará como estágio curricular. Você também receberá uma bolsa e pontuação adicional para as provas de residência.
Atenda a este chamado. Entre para a história. Acesse saude.gov.br/coronavirus e saiba mais.

#PraCegoVer
O card é composto, na metade superior, pela foto de uma médica encarando quem está lendo, com uma faixa com elementos verdes e amarelos na metade inferior, onde está a mensagem. No lado direito, entre as duas partes, há o selo da campanha. No canto superior direito, as assinaturas. Texto: “Se a sua vocação é salvar vidas, chegou a hora”.
Saiba mais em saude.gov.br/coronavirus
Selo: Contra o coronavírus, o Brasil conta com você.
Assinam: Disque Saúde 136; SUS; Ministério da Saúde; Governo Federal – Pátria Amada, Brasil.",mandetta,https://www.instagram.com/p/B-mnrpsHMUN/,05/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
"Máscara de pano

😷As máscaras de pano ajudam na proteção contra o #coronavírus e podem ser feitas em casa. Confira as orientações e dicas do @minsaude para você ficar protegido com a sua máscara de pano. Evite sair de casa. Se for sair. #VaiDeMáscara
#MinhaMáscara",mandetta,https://www.instagram.com/p/B-mTFLHHNHL/,05/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"A melhor maneira de se proteger contra o coronavírus (COVID-19) é ficando em casa. Especialmente se você apresenta sintomas de gripe. Quanto menos pessoas nas ruas, mais fácil iremos combater o vírus. Saiba mais em saude.gov.br/coronavirus #coronavirus #covid19",mandetta,https://www.instagram.com/p/B-qVoQoCZpW/,06/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
Atualização - Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 06/04.
Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-p_SeOnsW6/,06/04,sim,sim,sim,nao,nao,sim,arte | print ,ms,geral
"Verificado
⚠ATENÇÃO⚠

Um perfil falso com o nome do ministro da Saúde, Luiz Henrique Mandetta, foi criado este final de semana, publicando mensagens e opiniões que não condizem com as do ministro. O perfil falso foi denunciado. ⚠Antes de compartilhar, confirme a fonte da informação.",mandetta,https://www.instagram.com/p/B-pGVH7ABJK/,06/04,nao,nao,nao,sim,sim,nao,arte,ms,geral
O Governo Federal trabalha forte para preparar o Brasil contra o #coronavírus. O Ministério da Saúde já enviou aos estados 53 milhões de materiais que dão maior segurança aos profissionais de saúde que atuam na linha de frente do enfrentamento ao coronavírus. Saiba mais: https://bit.ly/2y0LylT,mandetta,https://www.instagram.com/p/B-s5ZosBm9e/,07/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"No Dia Mundial da Saúde, o Ministério da Saúde agradece o compromisso dos profissionais de saúde de norte a sul do Brasil, que trabalham com muita dedicação para cuidar dos brasileiros, especialmente com a pandemia de #coronavírus.
#diaMundialdaSaude",mandetta,https://www.instagram.com/p/B-szYkAFk35/,07/04,nao,nao,nao,nao,nao,nao,arte,ms,geral
"⚠ ATENÇÃO ⚠
Atualização - Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 07/04.
Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-sdMuVALty/,07/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Aqui vão algumas dicas importantes de como se proteger do coronavírus (COVID-19). Confira e proteja-se. Saiba mais em saude.gov.br/coronavirus ou ligue 136. #coronavirus #covid19
#PraCegoVer
Sequência de 6 imagens, todas seguindo o mesmo padrão estético, com o título ""Coronavírus (COVID-19)"" na parte de cima e no rodapé, o comando ""Saiba mais em saude.gov.br/coronavirus"", à esquerda, e as marcas que assinam a peça à direita, Disque Saúde 136, SUS, Ministério da Saúde, Governo Federal, Pátria Amada Brasil.
Na imagem 1, encontra-se o comando ""Confira algumas dicas de como se proteger."". Imagem 2: ""Lave com frequência as mãos até a altura dos punhos, com água e sabão, ou então higienize com álcool em gel 70%."". À direita do texto, encontra-se uma ilustração de duas mãos sendo lavadas em uma pia. Imagem 3: ""Ao tossir ou espirrar, cubra nariz e boca com lenço ou com o braço, e não com as mãos."". À direita do texto, encontra-se uma ilustração de uma pessoa tossindo e cobrindo o rosto com a parte interna do braço. Imagem 4: ""Evite tocar olhos, nariz e boca com as mãos não lavadas. Ao tocar, lave sempre as mãos como já indicado."". À direita do texto, encontra-se uma ilustração de uma mão passando álcool em gel. Imagem 5: ""Mantenha uma distância mínima de cerca de 2 metros de qualquer pessoa tossindo ou espirrando. "". À direita do texto, encontra-se uma ilustração de um rosto e uma indicação de distância de 2 metros. Imagem 6: ""Evite abraços, beijos e apertos de mãos. Adote um comportamento amigável sem contato físico, mas sempre com um sorriso no rosto."". À direita do texto, encontra-se uma ilustração de mãos separadas.",mandetta,https://www.instagram.com/p/B-rqYX8BB3M/,07/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Você, aluno dos dois últimos anos de medicina e do último ano de enfermagem, fisioterapia ou farmácia, está sendo chamado para uma força-tarefa contra o coronavírus.
Você poderá ajudar em postos de saúde, UPAs ou na rede hospitalar do SUS.
Atenda a este chamado. Entre para a história.
Acesse saude.gov.br/coronavirus e saiba mais.
#PraCegoVer
O card é composto, na metade superior, pela foto de um médico em ambiente clínico olhando o horizonte de forma inspiradora e elementos verdes e amarelos na metade inferior, onde está a mensagem.
No lado direito, entre as duas partes, há o selo da campanha. No canto superior direito, as assinaturas. Texto: “O Brasil precisa de você”. Saiba mais em saude.gov.br/coronavirus
Selo: Contra o coronavírus, o Brasil conta com você. Assinam: Disque Saúde 136; SUS; Ministério da Saúde; Governo Federal – Pátria Amada, Brasil.""",mandetta,https://www.instagram.com/p/B-rVxhrpVoJ/,07/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
"▶️ Os estados e municípios brasileiros receberão o dobro da diária em UTI para #coronavírus. O Ministério da Saúde aumentou o valor pago de custeio de R$ 800 para R$1.600, exclusivamente para atendimento de pessoas com a doença. Saiba mais: https://bit.ly/2XmsAkE",mandetta,https://www.instagram.com/p/B-vgYJ4lklO/,08/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"▶️Reforço no atendimento de casos graves de #coronavírus. O Ministério da Saúde comprou 6.500 respiradores fabricados no Brasil🇧🇷. Os aparelhos devem ser entregues em até 90 dias, sendo quase 2 mil ainda neste mês. Saiba mais: https://bit.ly/2Vk7KQi",mandetta,https://www.instagram.com/p/B-vW4grBXaQ/,08/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Comece a sua carreira fazendo a diferença: integre a linha de frente de combate ao coronavírus. Se você é aluno dos dois últimos anos de medicina e do último ano de enfermagem, fisioterapia ou farmácia, inscreva-se para colaborar no enfrentamento ao coronavírus. Você poderá ajudar em postos de saúde, UPAs ou na rede hospitalar do SUS.
Você será supervisionado por profissionais da saúde e receberá uma bolsa, um certificado de participação e um bônus sobre a pontuação da prova de residência.
Atenda a este chamado. Entre para a história.
Acesse saude.gov.br/coronavirus e saiba mais.

#PraCegoVer
O card é composto pela foto de uma equipe de trabalhadores da saúde olhando quem está lendo, como um chamado, na metade superior e elementos verdes e amarelos na metade inferior, onde está a mensagem.
No lado direito, entre as duas partes, há o selo da campanha. No canto superior direito, as assinaturas.
Texto: “Ajude o Brasil a superar a epidemia”.
Saiba mais em saude.gov.br/coronavirus
Selo: Contra o coronavírus, o Brasil conta com você.
Assinam: Disque Saúde 136; SUS; Ministério da Saúde; Governo Federal – Pátria Amada, Brasil.",mandetta,https://www.instagram.com/p/B-ut4HyF_r0/,08/04,sim,nao,nao,nao,nao,nao,arte,ms,profissionais_saude
"O governo federal lançou a Arrecadação Solidária. Criada para apoiar instituições sem fins lucrativos que atuam com trabalho voluntário em apoio a grupos vulneráveis da sociedade, a Arrecadação Solidária é fruto de parceria com o Pátria Voluntária, a campanha Todos por Todos e a Fundação Banco do Brasil. Pessoas físicas e jurídicas podem contribuir! O valor mínimo das doações é de R$30. Para doar, acesse: www.gov.br/todosportodos ou patriavoluntaria.org. #BoraFazeroBem",mandetta,https://www.instagram.com/p/B-uSj79H6PB/,08/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"RECADO PARA AS CRIANÇAS! Nós chamamos a Doutora Carla para responder às principais dúvidas sobre o coronavírus. Vamos lá? Para ler a história completa, acesse o link tinyurl.com/s93dd5n ou saude.gov.br/coronavirus #coronavirus #covid19

#PraCegoVer
Sequência de 4 imagens. Imagem 1: o fundo é amarelo e na parte de cima, vemos nas cores azul e roxo o título """"Coronavírus. Vamos nos proteger!"""". Abaixo tem a ilustração de uma médica com dois balões de diálogos: um azul e um laranja. Dentro do balão azul, o texto: """"Oi, galerinha! Meu nome é Doutora Carla.”. Dentro do balão laranja, o texto: “Você já deve ter percebido que o tempo todo a gente escuta falar sobre o coronavírus, né?"""". Imagem 2: fundo verde claro. Na parte de cima, vemos o coronavírus em forma de um monstrinho. Abaixo dele, o texto dentro de um balão roxo de diálogo: """"Às vezes, fica difícil entender o que está acontecendo. Mas é importante saber: o assunto é sério, mudou muito a nossa vida em pouco tempo e é por isso que os adultos não param de falar nisso."""". Imagem 3: fundo laranja, onde, a Doutora Carla aparece em destaque. A sua fala também está dentro de outro balão, na cor azul: """"Eu e os profissionais do Ministério da Saúde iremos explicar direitinho essa história. Acompanhe!"""". Imagem 4: fundo roxo, com um sinal de alerta amarelo na parte de cima. Logo abaixo, o comando: """"Quer saber mais? Acesse saude.gov.br/coronavirus"""". À esquerda do texto, a ilustração de um computador e um celular. No rodapé, vemos as marcas do Disque Saúde 136, SUS, Ministério da Saúde e Governo Federal, Pátria Amada Brasil.",mandetta,https://www.instagram.com/p/B-uIshGAx83/,08/04,sim,nao,nao,nao,sim,nao,arte,ms,criancas
"Está com dúvidas sobre os sintomas do #coronavírus? O Ministério da Saúde lançou o TeleSUS para te ajudar. Você escolhe entre o chat no computador, em aplicativos de celular ou ligação telefônica. Confira as opções, acesse e fique bem informado.
Saiba mais em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-t3MjxF-wX/,08/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O @minsaude adquiriu as máscaras para garantir a proteção de profissionais de saúde no atendimento a pacientes com coronavírus. São 200 milhões de máscaras cirúrgicas e 40 milhões do tipo N95, com investimento de R$ 694,3 milhões.
Essa compra vai garantir por pelo menos 60 dias o abastecimento da rede pública hospitalar. O transporte da China para o Brasil contará com apoio do @minfraestrutura.

Saiba mais: https://bit.ly/2yMZWig",mandetta,https://www.instagram.com/p/B-x_h-1gb5i/,09/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"O ministro da Saúde, Luiz Henrique Mandetta, anuncia mais R$ 4 bilhões para estados e municípios contra o #coronavírus.
Saiba mais em saude.gov.br
@conassoficial
@conassoficial
@prefsalvador",mandetta,https://www.instagram.com/p/B-x7U1mgSk1/,09/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"A montagem do hospital começou nesta terça-feira (7/4) e deve durar 15 dias.

Foram investidos R$ 10 milhões na unidade que atenderá as cidades goianas da região do entorno, além de algumas regiões do DF.
Saiba mais no Portal Saúde: https://bit.ly/34lgVnu",mandetta,https://www.instagram.com/p/B-x4yNQgzDN/,09/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"O Brasil 🇧🇷 e o mundo 🌎 estão estudando o #coronavírus.
O Ministério da Saúde reuniu em um único documento as orientações existentes para o enfrentamento da doença.
A atualização das evidências científicas será periódica, conforme surgirem novos dados da doença. Saiba mais no Portal Saúde: https://bit.ly/34rvcyQ",mandetta,https://www.instagram.com/p/B-xyD2_AHwU/,09/04,sim,nao,nao,nao,nao,sim,arte,ms,geral
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 09/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-xheO-A5IF/,09/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Aprenda a fazer máscara de pano

🧵😷É tempo de proteção. Então, que tal usar a máquina de costura que está parada na sua casa e fazer máscaras de pano para você e sua família? Para te ajudar, o Ministério da Saúde fez um tutorial sobre como fazer uma máscara de pano na máquina de costura. Confira
Saiba mais sobre prevenção do #coronavirus saude.gov.br/coronavirus
#MinhaMáscara #costura #máscara",mandetta,https://www.instagram.com/p/B-w0CczBzJB/,09/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"Conheça o TeleSUS

A gente quer saber como você está. Por isso, a partir de agora o Ministério da Saúde vai te ligar. Vamos fazer o diagnóstico do coronavírus sem que você precise ir até um posto de saúde. Caso queira falar conosco, ligue 136 ou acesse o chat em saude.gov.br/coronavirus ou baixe o app Coronavírus-SUS. Você pode ainda falar conosco pelo WhatsApp no (61) 9938-0031.",mandetta,https://www.instagram.com/p/B-wfbIohmLA/,09/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 10/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-0AlowAmPE/,10/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"O Ministério da Saúde distribuirá, com apoio da @fab_oficial , 20 respiradores para Manaus (AM), 30 para Fortaleza (CE) e 10 para Macapá (AP). As três capitais já estão precisando ampliar com urgência o número de leitos de tratamento intensivo para atender os doentes com #coronavírus.

A distribuição levou em conta onde a transmissão está se dando em maior velocidade, portanto levando mais doentes aos hospitais ao mesmo tempo.
Saiba mais no Portal Saúde: saude.gov.br",mandetta,https://www.instagram.com/p/B-z27iCAydN/,10/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Pesquisadores de todo o país já podem inscrever projetos de enfrentamento ao coronavírus para receber recursos do Governo do Brasil.

A expectativa é mobilizar cientistas de onze linhas temáticas, que incluem, por exemplo, o desenvolvimento de novos métodos de prevenção e controle, diagnóstico, tratamento e vacinas contra coronavírus e outras doenças respiratórias.

A iniciativa é uma parceria dos ministérios da Saúde e da Ciência, Tecnologia, Inovações e Comunicações (MCTIC) .

Confira o edital no Portal Saúde ou acesse https://bit.ly/34jhzSi",mandetta,https://www.instagram.com/p/B-z0RtsgdRl/,10/04,sim,nao,nao,nao,nao,nao,arte,ms,geral
"Governo do Brasil constrói primeiro hospital de campanha

Um modelo para outros estados. Assim, será primeiro hospital de Campanha construído pelo @governodobrasil para atender pacientes com coronavírus de Goiás e do Distrito Federal.",mandetta,https://www.instagram.com/p/B-zmg8yAFlH/,10/04,sim,nao,nao,nao,nao,nao,video,ms,geral
"Fique atento às recomendações de proteção para crianças para evitar acidentes domésticos no período de isolamento e colabore com a preservação dos leitos hospitalares, fundamentais para o cuidado de pacientes infectados pelo novo coronavírus (COVID-19). Saiba mais em: saude.gov/coronavirus #coronavirus #covid19",mandetta,https://www.instagram.com/p/B-zT4NZAGk_/,10/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"Minuto Saúde - Máscaras de Pano

Vai sair de casa? Não se esqueça da sua máscara. 😷 As de pano fazem uma barreira física contra o #coronavírus, é só tomar alguns cuidados!",mandetta,https://www.instagram.com/p/B-zTry1Ayov/,10/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 11/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-2rd7MgTUn/,11/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Aprenda a fazer sua máscara de pano com agulha e linha

Você só precisa de pedaços de pano, linha e agulha para se proteger do #coronavírus. O Ministério da Saúde te ensina agora como fazer sua máscara de pano. É fácil, fácil!",mandetta,https://www.instagram.com/p/B-2LXX0JeGL/,11/04,sim,nao,nao,nao,sim,nao,video,ms,geral
"Preparamos algumas orientações para idas ao supermercado. E não esqueça de ir com sua máscara de pano. 🍎 🥩🥦 Para saber mais, acesse saude.gov.br/coronavirus ou ligue 136. #coronavirus #covid19",mandetta,https://www.instagram.com/p/B-14q6bA-oz/,11/04,sim,nao,nao,nao,sim,nao,arte,ms,geral
"No enfrentamento ao coronavírus, toda força é importante. Por isso, o Ministério da Saúde convocou os estudantes dos dois últimos anos de medicina e do último ano de enfermagem, farmácia e fisioterapia para atuar nos postos de saúde, UPAs e hospitais do SUS em todo território nacional. Uma força-tarefa para auxiliar os profissionais de saúde que já estão na linha de frente.
Saiba mais em saude.gov.br/coronavirus.
#PraCegoVer
O card é composto pela foto de uma trabalhadora de saúde em ambiente clínico e olhando o horizonte de forma inspiradora na metade superior e elementos verdes e amarelos na metade inferior, onde está a mensagem.
No lado direito, entre as duas partes, há o selo da campanha. No canto superior direito, as assinaturas.
Texto: “Universitários da área da saúde convocados para o combate ao coronavírus”.
Saiba mais em saude.gov.br/coronavirus
Selo: Contra o coronavírus, o Brasil conta com você.
Assinam: Disque Saúde 136; SUS; Ministério da Saúde; Governo Federal – Pátria Amada, Brasil.",mandetta,https://www.instagram.com/p/B-5joNVA_UC/,12/04,sim,nao,nao,nao,nao,sim,arte,ms,profissionais_saude
"RECADO PARA AS CRIANÇAS! 👦👧
Será que você ou alguém próximo está com sintomas da COVID-19, doença causada pelo coronavírus? Saiba o que fazer e acesse a história completa em
tinyurl.com/s93dd5n ou saude.gov.br/coronavirus
#coronavirus #covid19",mandetta,https://www.instagram.com/p/B-5iHu2AxeV/,12/04,sim,nao,nao,nao,sim,nao,arte,ms,criancas
"⚠ ATENÇÃO ⚠

Confira a atualização dos casos de #Coronavírus no Brasil até as 14h de 12/04.

Informe-se em saude.gov.br/coronavirus",mandetta,https://www.instagram.com/p/B-5MT8bAkAm/,12/04,sim,sim,sim,nao,nao,sim,print,ms,geral
"Arrecadação Solidária

Presidente do Conselho do Pátria Voluntária, a primeira-dama Michelle Bolsonaro convida todas as pessoas a exercerem a união e a solidariedade no combate à pandemia da Covid-19. Conheça a Arrecadação Solidária e ajude diversas instituições que, por meio da força do voluntariado, acolhem as populações mais vulneráveis. Acesse: patriavoluntaria.org #BoraFazeroBem @michellebolsonaro",mandetta,https://www.instagram.com/p/B-5EurPBC4v/,12/04,sim,nao,nao,nao,nao,nao,video,ms,geral
